date,spot,domestic_rate,foreign_rate,volatility
2022-10-18,0.9846396446228027,0.038900000000000004,0.0281375186630484,0.13905794690609455
2022-10-19,0.9863878488540649,0.038900000000000004,0.0281375186630484,0.13808890213873967
2022-10-20,0.9766482710838318,0.038900000000000004,0.0281375186630484,0.13329809614971416
2022-10-21,0.9778899550437927,0.038900000000000004,0.0281375186630484,0.13332347290561367
2022-10-24,0.9860085844993591,0.038900000000000004,0.0281375186630484,0.12373507125243588
2022-10-25,0.9886503219604492,0.038900000000000004,0.0281375186630484,0.1204220831904338
2022-10-26,0.9963731169700623,0.038900000000000004,0.0281375186630484,0.12140933970408974
2022-10-27,1.009193778038025,0.038900000000000004,0.0281375186630484,0.12273188653114314
2022-10-28,0.9967803955078125,0.038900000000000004,0.0281375186630484,0.12615200966019538
2022-10-31,0.9955002665519714,0.038900000000000004,0.0281375186630484,0.12529603068089465
2022-11-01,0.9886307716369629,0.0473,0.029341138338549802,0.12759529295967006
2022-11-02,0.9877909421920776,0.0473,0.029341138338549802,0.11446421027239741
2022-11-03,0.9814409017562866,0.0473,0.029341138338549802,0.11377876525520252
2022-11-04,0.9749630093574524,0.0473,0.029341138338549802,0.10745652209365074
2022-11-07,0.9928810596466064,0.0473,0.029341138338549802,0.12366268773266895
2022-11-08,1.0018634796142578,0.0473,0.029341138338549802,0.12605349655260162
2022-11-09,1.008084774017334,0.0473,0.029341138338549802,0.1266900681341738
2022-11-10,1.0019538402557373,0.0473,0.029341138338549802,0.12983180535934088
2022-11-11,1.0192224979400635,0.0473,0.029341138338549802,0.14082183058332529
2022-11-14,1.0328551530838013,0.0473,0.029341138338549802,0.14546918245448637
2022-11-15,1.0319278240203857,0.0473,0.029341138338549802,0.14288619696600527
2022-11-16,1.0357863903045654,0.0473,0.029341138338549802,0.1429513823816884
2022-11-17,1.0395010709762573,0.0473,0.029341138338549802,0.13528864269640153
2022-11-18,1.036172866821289,0.0473,0.029341138338549802,0.13702222651496407
2022-11-21,1.0330898761749268,0.0473,0.029341138338549802,0.1369888569594036
2022-11-22,1.0245691537857056,0.0473,0.029341138338549802,0.14205283636457958
2022-11-23,1.0311086177825928,0.0473,0.029341138338549802,0.14134598870382487
2022-11-24,1.0416233539581299,0.0473,0.029341138338549802,0.13889308552796722
2022-11-25,1.040810227394104,0.0473,0.029341138338549802,0.12919804493028414
2022-11-28,1.0367528200149536,0.0473,0.029341138338549802,0.13045410597445292
2022-11-29,1.034554123878479,0.0473,0.029341138338549802,0.12715442116202405
2022-11-30,1.0324499607086182,0.0473,0.029341138338549802,0.1276093285611367
2022-12-01,1.042535424232483,0.046799999999999994,0.0300015925310856,0.12595268864378723
2022-12-02,1.052842140197754,0.046799999999999994,0.0300015925310856,0.12275180242775971
2022-12-05,1.0544185638427734,0.046799999999999994,0.0300015925310856,0.1105321439115615
2022-12-06,1.0496923923492432,0.046799999999999994,0.0300015925310856,0.11119799266477151
2022-12-07,1.0469011068344116,0.046799999999999994,0.0300015925310856,0.1115633104435747
2022-12-08,1.051325798034668,0.046799999999999994,0.0300015925310856,0.10770830175052211
2022-12-09,1.0559661388397217,0.046799999999999994,0.0300015925310856,0.0932090353801305
2022-12-12,1.0522217750549316,0.046799999999999994,0.0300015925310856,0.0843606926023282
2022-12-13,1.0541739463806152,0.046799999999999994,0.0300015925310856,0.08413543091820826
2022-12-14,1.062665343284607,0.046799999999999994,0.0300015925310856,0.08725892169619459
2022-12-15,1.0676347017288208,0.046799999999999994,0.0300015925310856,0.0877220747653702
2022-12-16,1.064056158065796,0.046799999999999994,0.0300015925310856,0.087827067396616
2022-12-19,1.05850350856781,0.046799999999999994,0.0300015925310856,0.08963735448956305
2022-12-20,1.0614584684371948,0.046799999999999994,0.0300015925310856,0.08240221791024846
2022-12-21,1.062699317932129,0.046799999999999994,0.0300015925310856,0.08060473741010832
2022-12-22,1.0610079765319824,0.046799999999999994,0.0300015925310856,0.07445766828088653
2022-12-23,1.060333013534546,0.046799999999999994,0.0300015925310856,0.07441556774341976
2022-12-26,1.0667804479599,0.046799999999999994,0.0300015925310856,0.07423721981101279
2022-12-27,1.064022183418274,0.046799999999999994,0.0300015925310856,0.07455054979139897
2022-12-28,1.0637166500091553,0.046799999999999994,0.0300015925310856,0.07373418930028353
2022-12-29,1.062925100326538,0.046799999999999994,0.0300015925310856,0.06732166735956556
2022-12-30,1.066075325012207,0.046799999999999994,0.0300015925310856,0.05924598013208716
